hs6,hs_section,tariff_coef,std_err,t_stat,sig_1pct,dist_coef,epsilon_pt,epsilon_zeroed,flag_zero,flag_positive,flag_missing,nobs,status
490700,10,8.729503996207606,2.9699293357655536,2.9392968684749587,TRUE,-1.2302263079381244,9.729503996207606,9.729503996207606,FALSE,TRUE,FALSE,119201,ok
490810,10,-8.692032212897471,2.240276584594082,3.8798924528653185,TRUE,-1.253390611764887,-7.692032212897471,-7.692032212897471,FALSE,FALSE,FALSE,51408,ok
490890,10,-1.4864407740227337,1.1728408397057501,1.2673849031345648,FALSE,-1.0870226174232855,-0.48644077402273367,1,TRUE,FALSE,FALSE,72711,ok
490900,10,-14.65286657486183,1.280017608288819,11.447394535806733,TRUE,-0.9967765732328792,-13.65286657486183,-13.65286657486183,FALSE,FALSE,FALSE,91458,ok
491000,10,-8.912718419806092,0.8087448596983595,11.020432850887362,TRUE,-1.1106844413797659,-7.912718419806092,-7.912718419806092,FALSE,FALSE,FALSE,103419,ok
491110,10,-8.715110052851688,1.0135458966100113,8.598633847762553,TRUE,-1.3676959275783582,-7.7151100528516885,-7.7151100528516885,FALSE,FALSE,FALSE,132858,ok
491191,10,-5.486238187348482,1.7424135342168499,3.1486430055849755,TRUE,-0.7153359733908319,-4.486238187348482,-4.486238187348482,FALSE,FALSE,FALSE,109391,ok
491199,10,-8.644834324411374,0.9857684854400485,8.769639577747617,TRUE,-1.0062209320538411,-7.644834324411374,-7.644834324411374,FALSE,FALSE,FALSE,134532,ok
500100,11,-0.5867220487401537,0.8004073435674246,0.733029317453694,FALSE,-2.0838466713627835,0.41327795125984634,1,TRUE,FALSE,FALSE,7564,ok
500200,11,-1.6163483847591977,0.8420528513102171,1.9195331768596147,FALSE,-0.4426861655713617,-0.6163483847591977,1,TRUE,FALSE,FALSE,15065,ok
500300,11,15.929558147196982,3.64625480711876,4.36874518919987,TRUE,-1.042647162110183,16.929558147196982,16.929558147196982,FALSE,TRUE,FALSE,14963,ok
500400,11,-8.490041662935482,6.497797557672722,1.3066029816380291,FALSE,-0.5679968293452152,-7.490041662935482,1,TRUE,FALSE,FALSE,25953,ok
500500,11,-10.69359756611059,3.193611286478189,3.3484342979959667,TRUE,-0.48198305932862723,-9.69359756611059,-9.69359756611059,FALSE,FALSE,FALSE,15479,ok
500600,11,2.268838089470769,3.1666540170453747,0.7164780482042346,FALSE,-1.142564015705917,3.268838089470769,1,TRUE,FALSE,FALSE,23839,ok
500710,11,5.042862183730717,3.3928945540224085,1.4863008865843497,FALSE,-0.7576082058604552,6.042862183730717,1,TRUE,FALSE,FALSE,31529,ok
500720,11,-2.2178835452377146,1.6237870606232299,1.365870931614927,FALSE,-0.8049840953965431,-1.2178835452377146,1,TRUE,FALSE,FALSE,61184,ok
500790,11,-0.6034153562261273,0.9980404789775845,0.6046000827985252,FALSE,-0.7858627322086659,0.3965846437738727,1,TRUE,FALSE,FALSE,62962,ok
510111,11,-14.946779452047503,8.303747255527828,1.8000041417562884,FALSE,-0.6941496349937245,-13.946779452047503,1,TRUE,FALSE,FALSE,26820,ok
510119,11,-10.842403796482527,11.456506765041699,0.9463970142772454,FALSE,-0.8159115774938923,-9.842403796482527,1,TRUE,FALSE,FALSE,28567,ok
510121,11,-18.142318591444855,12.772120772545074,1.4204624991053598,FALSE,-0.7234459949858255,-17.142318591444855,1,TRUE,FALSE,FALSE,26440,ok
510129,11,-34.27792803530157,7.955437581087786,4.308742000162181,TRUE,-1.164979315106455,-33.27792803530157,-33.27792803530157,FALSE,FALSE,FALSE,28028,ok
510130,11,-30.008809514742126,14.156966940318963,2.1197202509018513,FALSE,-0.6324556593264639,-29.008809514742126,1,TRUE,FALSE,FALSE,8179,ok
510211,11,-2.059755223924194,17.166566706034672,0.11998643987444006,FALSE,-0.8115827583616494,-1.0597552239241939,1,TRUE,FALSE,FALSE,17133,ok
